make,model,price,year,mileage,condition,city,state,country,condition2,vin,make,model,item_ID
Chevrolet,Tahoe 2WD 4dr LT,61057,2016,0,New,Duluth,Georgia,United States,New,1GNSCBKCXGR204935,Chevrolet,Tahoe,2.22045E+11
 Chevrolet,Corvette STINGRAY Z51 LT AUTO REAR CAM ,55780,2015,4862,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,1G1YH2D76F5125149,Chevrolet,Corvette,3.7157E+11
 Lexus,RX Base Sport Utility 4-Door ,6500,2001,145101,Used,New York,New York,United States,Used ,Used ,"“Normal wear and tear on leather seating. Otherwise, pretty meticulous.”","“Normal wear and tear on leather seating. Otherwise, pretty meticulous.”",1.72126E+11
Chevrolet,C-10 C-10 4x4,13500,1978,16126,Used,Pittsburgh,Pennsylvania,United States,Used,CKL148F451179,Chevrolet,C-10,2.81945E+11
Pontiac,GTO Convertible Judge,29750,1968,60092,Used,Anaheim,California,United States, , , , ,1.72128E+11
 Chevrolet,C-10 2 door short bed fleet side ,39900,1973,400,Used,Castro Valley,California,United States,Used,CCY143Z106379,Chevrolet,C-10,1.11918E+11
Mercedes-Benz,C-Class 4Matic Sedan 4-Door,21950,2013,20968,Used,Fort Lauderdale,Florida,United States,Used ,Used ,“Call Rus with any questions 786 440 9933”,“Call Rus with any questions 786 440 9933”,2.2205E+11
Chevrolet,Camaro SS,31995,2012,1714,Used,Erie,Pennsylvania,United States,Used,2G1FS1EW4C9137131,Chevrolet,Camaro,1.41924E+11
Ferrari,California Base Convertible 2-Door,129900,2010,9065,Used,Fort Lauderdale,Florida,United States,Used,ZFF65LJA5A0170376,Ferrari,California,1.8204E+11
Ford,F-550 XL,19000,2000,138000,Used,Florence,Texas,United States,Used,1fdaw57f0yec42226,Ford,F-550,3.22036E+11
 Chevrolet,Corvette Black leather ,32900,2009,8708,Used,Allen,Texas,United States,Used ,Used ,"“This Corvette is as close to new as it can get. Never driven in the rain, not a scratch on this red beauty. Wife's second car and she is ready to give it up. You just won't find a better one------ Car is located in Parker, Texas, a Dallas suburb some 20 miles Northeast of downtown Dallas.”","“This Corvette is as close to new as it can get. Never driven in the rain, not a scratch on this red beauty. Wife's second car and she is ready to give it up. You just won't find a better one------ Car is located in Parker, Texas, a Dallas suburb some 20 miles Northeast of downtown Dallas.”",2.52303E+11
 Chevrolet,Camaro ZL1 S/C 6SPD SUNROOF NAV HUD 21'S ,43980,2013,10645,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,2G1FZ1EP0D9806601,Chevrolet,Camaro,4.01085E+11
Ford,F-150 XLT,25488,2013,48336,Used,Austin,Texas,United States,Used,1FTFW1CF9DKD07109,Ford,F-150,3.6151E+11
Chevrolet,El Camino CHEVELLE,2599,1964,0,Used,North Hollywood,California,United States,Used ,Used ,"“RESTORATION PROJECT. NEEDS THE ENGINE, TRANSMISSION, RADIATOR, AND SEAT. NEEDS SOME BODYWORK.”","“RESTORATION PROJECT. NEEDS THE ENGINE, TRANSMISSION, RADIATOR, AND SEAT. NEEDS SOME BODYWORK.”",1.11934E+11
Ford,F-350 Reg Cab,8500,2006,145308,Used,Anniston,Alabama,United States,Used,1FDWF36P86EB95741,Ford,F-350,2.31864E+11
BMW,2 Series 228i,37959,2016,0,New,Austin,Texas,United States,New,WBA1F9C56GV546147,BMW,2 Series,2.91705E+11
Ford,F-100 Custom cab,4500,1964,82300,Used,Calhoun City,Mississippi,United States,Used,1964,Manual,Standard Cab Pickup,3.22038E+11
Chevrolet,Camaro Yenko,79900,1969,1000,Used,House Springs,Missouri,United States,Used,124379N576506,Chevrolet,Camaro,2.01537E+11
Porsche,Cayman GT4,129990,2016,250,Used,West Chester,Pennsylvania,United States,Used ,Used ,“Passed Through McLarens Own Rigorous 100-Point Inspection”,“Passed Through McLarens Own Rigorous 100-Point Inspection”,1.21921E+11
BMW,6-Series 640i Gran Coupe RWD,89745,2016,0,New,San Diego,California,United States,New,WBA6D0C5XGG432616,BMW,6-Series,3.11563E+11
Dodge,Charger R/T Sedan 4-Door,23550,2013,34200,Used,Grand Rapids,Michigan,United States,Used ,Used ,“Like New”,“Like New”,2.62325E+11
Chevrolet,Suburban 2WD 4dr LTZ,70563,2015,0,New,Duluth,Georgia,United States,New,1GNSCKKC7FR744256,Chevrolet,Suburban,2.2205E+11
Mini,Cooper 2dr S,15495,2013,22081,Used,Chandler,Arizona,United States,Used,WMWSX3C51DT466891,Mini,Cooper,3.71571E+11
Mercedes-Benz,C-Class C350 AMG SPORT,13975,2008,68263,Certified pre-owned,Miami,Florida,United States,Certified pre-owned ,Certified pre-owned ,"“NIADA CERTIFIED PRE OWNED 2008 MERCEDES-BENZ C350 WITH AMG SPORTS PACKAGE! LOW 68K CARFAX GUARANTEED MILES! SUPER CLEAN! ZERO ACCIDENTS! ALL ORIGINAL PAINT! COMES WITH A FREE 3 MONTH/3,000 MILES NIADA LIMITED WARRANTY! BUY IT NOW PRICE OF $13,975!”","“NIADA CERTIFIED PRE OWNED 2008 MERCEDES-BENZ C350 WITH AMG SPORTS PACKAGE! LOW 68K CARFAX GUARANTEED MILES! SUPER CLEAN! ZERO ACCIDENTS! ALL ORIGINAL PAINT! COMES WITH A FREE 3 MONTH/3,000 MILES NIADA LIMITED WARRANTY! BUY IT NOW PRICE OF $13,975!”",2.72156E+11
Land Rover,LR4 HSE Sport Utility 4-Door,39995,2011,20500,Used,Calabasas,California,United States,Used,SALAG2D43BA584828,Land Rover,LR4,2.31876E+11
Ford,Mustang,13999,1965,99699,Used,Athens,Tennessee,United States,Used,5F07C701487,Ford,Mustang,2.22052E+11
Chevrolet,Other 3100,19999,1949,0,Used,Phoenix,Arizona,United States,Used,GBA214250,Chevrolet,Other,3.01881E+11
Chevrolet,Corvette Z06 Z07 3LZ,96683,2016,5,New,Greenville,South Carolina,United States,New,1G1YT2D69G5605998,Chevrolet,Corvette,1.52005E+11
Mercedes-Benz,C-Class C250 Mercedes Coupe,23973,2013,38505,Used,Houston,Texas,United States,Used ,Used ,“1 Owner local trade in with Clean Carfax - Navigation - Pana roof - Back up camera - Harman Kardon premium sound - Keyless go”,“1 Owner local trade in with Clean Carfax - Navigation - Pana roof - Back up camera - Harman Kardon premium sound - Keyless go”,3.22036E+11
Chevrolet,Sonic 4dr Sedan Automatic LT,20114,2016,0,New,Duluth,Georgia,United States,New,1G1JC5SH7G4130235,Chevrolet,Sonic,2.22045E+11
Chevrolet,S-10 Blazer,1000,1984,297894,Used,Colorado Springs,Colorado,United States,Used,1G8CT18B9E8116879,Chevrolet,S-10,1.41928E+11
Chevrolet,Corvette Bose Stereo| Chrome Wheels|,20850,2005,74133,Used,Richardson,Texas,United States,Used,1G1YY24U655109893,Chevrolet,Corvette,3.22033E+11
Oldsmobile,442 Base Convertible 2-Door,34000,1969,14635,Used,Othello,Washington,United States,Used,344679z121244,Oldsmobile,442,1.11921E+11
Chevrolet,Other COACH,12500,1932,2021,Used,Sterling,New York,United States,Used,1932,8,Automatic,3.01891E+11
Porsche,911 2DR CONVERTIBLE,34900,2006,84599,Used,Bensenville,Illinois,United States,Used,WP0CB29946S769828,Porsche,911,2.52296E+11
Ford,F-250 xlt lariat fx4 off road,23900,2004,44917,Used,Houtzdale,Pennsylvania,United States,Used,1FTNW21P24EA24076,Ford,F-250,1.62002E+11
Chevrolet,Malibu 4dr Sedan Premier w/2LZ,37305,2016,0,New,Buford,Georgia,United States,New,1G1ZH5SX6GF189048,Chevrolet,Malibu,2.62323E+11
Chevrolet,Corvette,220000,1961,25021,Used,Rogers,Arkansas,United States,Used,1.09E+11,Chevrolet,Corvette,3.22029E+11
Ford,Other Slant,45000,1937,0,Used,Bismarck,North Dakota,United States,Used,266819,Ford,Other,2.81963E+11
 Land Rover,LR3 SE Sport Utility 4-Door ,10000,2006,105030,Used,Largo,Florida,United States,Used,SALAE25476A389633,Land Rover,LR3,1.82053E+11
Ford,Other Deluxe,27999,1940,3555,Used,Waterford,Wisconsin,United States,Used,1940,White,8,2.52312E+11
Bentley,Continental Flying Spur 4dr Sedan,99800,2012,14230,Used,Las Vegas,Nevada,United States,Used,SCBBP9ZA4CC074239,Bentley,Continental Flying Spur,1.52001E+11
Ford,Other Pickups,4500,1952,0,Used,Bristol,Tennessee,United States,Used,1952,8,Standard Cab Pickup,1.2192E+11
Ford,Ranger,1350,1991,166000,Used,Torrance,California,United States,Used,1FTCR10AXMUD71778,Ford,Ranger,2.81964E+11
Ford,F-250 XLT CrewCab 4x4 Flex Fuel Cloth Seats Alloy Wheels,38930,2013,12779,Certified pre-owned,Salina,Kansas,United States,Certified pre-owned,1FT7W2B60DEB13028,Ford,F-250,1.31747E+11
Ferrari,430 2dr Coupe,124800,2008,14323,Used,Miami,Florida,United States,Used,ZFFEW58A480164038,Ferrari,430,1.11933E+11
 Audi,Other RS5 QUATTRO COUPE AWD BLACK OPTIC NAV ,64980,2014,7929,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,WUAC6AFR8EA900818,Audi,Other,3.71571E+11
Chevrolet,Corvette 3LT Z51,32900,2008,44268,Used,Jackson,Mississippi,United States,Used,1G1YY36W885103263,Chevrolet,Corvette,2.81954E+11
Chevrolet,Corvette,31900,2004,8900,Used,Plainfield,New Jersey,United States,Used,1G1YY12S845117021,Chevrolet,Corvette,3.22035E+11
Ford,F-250 Lariat Crew Cab 4x4 Fx4,58002,2016,12,New,Vernon,Texas,United States,New,1FT7W2BT6GEB68111,Ford,F-250,3.71567E+11
Dodge,Other SLT 4dr Quad,25995,2007,134941,Used,Valley Mills,Texas,United States,Used,3D7KS28A97G845940,Dodge,Other,3.22034E+11
Lexus,LX Base Sport Utility 4-Door,69994,2014,16628,Used,Tampa,Florida,United States,Used,JTJHY7AX4E4158497,Lexus,LX,1.91822E+11
BMW,3-Series 320i,41195,2016,0,New,San Diego,California,United States,New,WBA8A9C54GK616064,BMW,3-Series,3.11561E+11
Chevrolet,C/K Pickup 1500,13000,2001,103000,Used,Pacifica,California,United States,Used,1GCEC19T91Z170547,Chevrolet,C/K Pickup 1500,1.82051E+11
Mercedes-Benz,AMG GT Mercedes-AMG GT S 2dr Coupe,138265,2016,1850,Used,Lakeland,Florida,United States,Used,WDDYJ7JA1GA006691,Mercedes-Benz,AMG GT,1.41928E+11
Chevrolet,Camaro RS SS PACE CAR,38500,1969,0,Used,Owingsville,Kentucky,United States,Used,XXXXXXXXXXXXXXXXX,Chevrolet,Camaro,2.81962E+11
Bentley,Mulsanne 4dr Sedan,407354,2016,19,New,Edison,New Jersey,United States,New,SCBBF7ZH2GC002269,Bentley,Mulsanne,1.82052E+11
Dodge,Coronet Custom Sedan 4-Door,3300,1973,63884,Used,Reno,Nevada,United States,Used ,Used ,"“Ideal buy to get best big block and 727 transmission to build up. Hotrodders know about B block potential ""Chrysler 400 B-series - Hemi Power At Half The Cost"". Sometimes used as daily driver. Excellent Strong rust free sheet metal very good chrome and trim (only surface rust on scratches). Dented left rear quarter panel. Interior is rough. passenger front window regulator broken, window fixed in place. Headliner coming apart front seat torn, rear seat good. Fuel gauge does not work.”","“Ideal buy to get best big block and 727 transmission to build up. Hotrodders know about B block potential ""Chrysler 400 B-series - Hemi Power At Half The Cost"". Sometimes used as daily driver. Excellent Strong rust free sheet metal very good chrome and trim (only surface rust on scratches). Dented left rear quarter panel. Interior is rough. passenger front window regulator broken, window fixed in place. Headliner coming apart front seat torn, rear seat good. Fuel gauge does not work.”",2.91691E+11
Chevrolet,Corvette 2dr Z06 Coupe w/2LZ,105575,2016,0,New,Buford,Georgia,United States,New,1G1YS2D66G5605041,Chevrolet,Corvette,2.62323E+11
BMW,3-Series 2dr Cabriole,11900,2006,81912,Used,Pompano Beach,Florida,United States,Used ,Used ,“This 330 CI was owned and driven by a senior citizen and was meticulously maintained. the rear bumper has a small imperfection as noted in the picture. Other minor and small scratches are also noted and we have tried to show them as best we could.”,“This 330 CI was owned and driven by a senior citizen and was meticulously maintained. the rear bumper has a small imperfection as noted in the picture. Other minor and small scratches are also noted and we have tried to show them as best we could.”,1.61998E+11
Ford,F-350 Xlt Lariet,6500,1991,103000,Used,Billings,Montana,United States,Used ,Used ,“The transmission went out”,“The transmission went out”,2.52318E+11
Chevrolet,Corvette Z06 3LZ,86214,2016,3,New,Elmira,New York,United States,New,1G1YU2D66G5605146,Chevrolet,Corvette,2.01536E+11
Mercedes-Benz,S-Class 4dr Sedan AMG S65 RWD,228275,2016,0,New,Chandler,Arizona,United States,New,WDDUG7KB6GA215459,Mercedes-Benz,S-Class,3.71571E+11
 Ford,F-350 Lariat ,52000,2015,10000,Used,Granite Bay,California,United States,Used,1FT8W3BTXFEB23357,Ford,F-350,1.52009E+11
 Ford,F-150 SVT RAPTOR CREW 4X4 6.2L SUNROOF NAV ,50980,2013,26902,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,1FTFW1R61DFB59344,Ford,F-150,4.01085E+11
Chevrolet,Sonic 4dr Sedan Automatic LT,20220,2016,0,New,Duluth,Georgia,United States,New,1G1JC5SH8G4120149,Chevrolet,Sonic,2.22047E+11
Mini,Countryman Base Hatchback 4-Door,17988,2013,20440,Certified pre-owned,Austin,Texas,United States,Certified pre-owned,WMWZB3C5XDWM09052,Mini,Countryman,2.91706E+11
 Dodge,Other 2dr Cpe GTS ,139995,2014,28,New,Tomball,Texas,United States,New,1C3ADEBZXEV100347,Dodge,Other,1.82038E+11
 Ford,F-150 Lariat ,75080,2016,21,New,Farmington,New Mexico,United States,New,1FTEW1EF5GFA19190,Ford,F-150,1.61993E+11
BMW,2 Series 228i,29988,2014,8224,Certified pre-owned,Austin,Texas,United States,Certified pre-owned,WBA1F5C59EVV99351,BMW,2 Series,2.91706E+11
Chevrolet,Corvette Z06-SUPERCHARGED!! 600HP!!,26988,2003,41725,Used,Richardson,Texas,United States,Used,1G1YY12S135102844,Chevrolet,Corvette,1.91812E+11
Porsche,Cayenne S Sport Utility 4-Door,15888,2005,75256,Used,Garland,Texas,United States,Used,WP1AB29P45LA61141,Porsche,Cayenne,1.61994E+11
Mercedes-Benz,500-Series 2 Dr Convertible,19950,1988,68600,Used,Feasterville-Trevose,Pennsylvania,United States,Used,WDBBA48D7JA088625,Mercedes-Benz,500-Series,1.91818E+11
Mercedes-Benz,C-Class 4dr Sedan C300 RWD,40660,2016,0,New,Chandler,Arizona,United States,New,55SWF4JB9GU144768,Mercedes-Benz,C-Class,3.71571E+11
Chevrolet,Corvette Stingray Z51,66263,2016,10,New,Saint Marys,Ohio,United States,New,1G1YK2D79G5112110,Chevrolet,Corvette,3.22033E+11
Dodge,Neon SXT Sedan 4-Door,4300,2005,62800,Used,Magnolia,Texas,United States,Used ,Used ,“AC Works !!!!!!! Garage Kept !!!!!!!!!!!!!!!!”,“AC Works !!!!!!! Garage Kept !!!!!!!!!!!!!!!!”,3.22033E+11
Rolls-Royce,Phantom Base Sedan 4-Door,157500,2008,22851,Used,Spring,Texas,United States,Used,SCA1S68528UX08716,Rolls-Royce,Phantom,3.11564E+11
BMW,4 Series 428i Gran Coupe,53194,2016,0,New,Austin,Texas,United States,New,WBA4A9C53GG506544,BMW,4 Series,2.91705E+11
Ford,F-150 XLT Ext Cab 4WD 5.4 Triton V8,7890,2002,184851,Used,Arlington,Texas,United States,Used,1FTRX18LX2NB02998,Ford,F-150,3.61508E+11
Lexus,IS Base Sedan 4-Door,24988,2012,28502,Used,Austin,Texas,United States,Used,JTHBF5C20C5168406,Lexus,IS,2.91706E+11
Chevrolet,Corvette,57900,1957,71450,Used,Franklinton,North Carolina,United States,Used,E575103345,Chevrolet,Corvette,3.2202E+11
BMW,6-Series 645Ci 2dr Convertible,11995,2004,145789,Used,Warminster,Pennsylvania,United States,Used,WBAEK73444B321408,BMW,6-Series,2.31872E+11
BMW,3-Series 328i,40820,2016,0,New,San Diego,California,United States,New,WBA8E9G51GNT81250,BMW,3-Series,3.11563E+11
Chevrolet,Sonic 4dr Sedan Automatic LS,17825,2016,0,New,Duluth,Georgia,United States,New,1G1JA5SH6G4129518,Chevrolet,Sonic,2.22045E+11
Chevrolet,C/K Pickup 1500 454 SS Standard Cab Pickup 2-Door,12500,1990,122900,Used,Seguin,Texas,United States,Used ,Used ,"“Good Condition, Runs & Drives Like New”","“Good Condition, Runs & Drives Like New”",2.01534E+11
BMW,3-Series 328i,47345,2016,0,New,San Diego,California,United States,New,WBA8E9G50GNT42911,BMW,3-Series,3.11564E+11
Ford,F-150 Platinum,23688,2010,97950,Used,Austin,Texas,United States,Used,1FTFW1CV3AFA06234,Ford,F-150,2.91705E+11
Chevrolet,Camaro SS Certified,36998,2014,8662,Certified pre-owned,Cary,North Carolina,United States,Certified pre-owned,2G1FK3DJ2E9279031,Chevrolet,Camaro,2.31871E+11
BMW,4 Series 428i Gran Coupe,51784,2016,0,Used,Austin,Texas,United States,Used,WBA4A9C56GGL89090,BMW,4 Series,2.91705E+11
Chevrolet,Corvette 2dr Stingray Coupe w/2LT,68299,2016,0,New,Buford,Georgia,United States,New,1G1YD2D70G5105699,Chevrolet,Corvette,2.62331E+11
 McLaren,MP4-12C ,204900,2014,1353,Used,Calabasas,California,United States,Used,SBM11BAA5EW003024,McLaren,MP4-12C,1.82043E+11
BMW,M Roadster & Coupe,29885,2002,41865,Certified pre-owned,Costa Mesa,California,United States,Certified pre-owned,5UMCL93422LJ82370,BMW,M Roadster & Coupe,1.41919E+11
Mercedes-Benz,CLS-Class 4DR SEDAN,29900,2007,42240,Used,Bensenville,Illinois,United States,Used,WDDDJ77X77A099727,Mercedes-Benz,CLS-Class,2.62314E+11
BMW,5-Series 535i,60095,2016,0,New,San Diego,California,United States,New,WBA5B1C57GG132667,BMW,5-Series,3.11563E+11
Chevrolet,Corvette 1ZY,13775,1977,18400,Used,Englewood,Ohio,United States,Used,1Z37L7S443010,Chevrolet,Corvette,1.82049E+11
Pontiac,G6 GT Convertible 2-Door,13000,2008,76100,Used,Saint Clair Shores,Michigan,United States,Used,1G2ZH36N084116523,Pontiac,G6,1.11929E+11
Cadillac,CTS Luxury Sport Sedan 4-Door,8495,2003,127600,Used,Palm Harbor,Florida,United States,Used,1G6DM57N530121473,Cadillac,CTS,1.82049E+11
 Ford,F-150 LARIAT CREW 5.0 4X4 VENT LEATHER NAV ,46980,2015,9646,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,1FTEW1EF6FFA98786,Ford,F-150,1.91825E+11
Mercedes-Benz,C-Class C250 Coupe,32981,2015,8731,Used,Addison,Texas,United States,Used,WDDGJ4HB9FG418989,Mercedes-Benz,C-Class,1.1193E+11
Chevrolet,Volt 5dr Hatchback Premier,40010,2017,0,New,Buford,Georgia,United States,New,1G1RB6S53HU101351,Chevrolet,Volt,2.62326E+11
Dodge,Challenger R/T Classic Coupe 2-Door,28000,2012,5800,Used,Aiken,South Carolina,United States,Used,2C3CDYBT6CH315817,Dodge,Challenger,2.7216E+11
 Chevrolet,Corvette Z06NAV HUD HTD SEATS ,43980,2008,20101,Used,Stafford,Texas,United States,Used,1G1YY26E385114642,Chevrolet,Corvette,4.01085E+11
Lexus,GS Base Sedan 4-Door,32998,2013,36763,Used,Carrollton,Texas,United States,Used,JTHBE1BL6D5012779,Lexus,GS,3.7157E+11
Chevrolet,Other Upfitter,39993,2013,24426,Used,Morton,Illinois,United States,Used,1GBSGDC42D1175414,Chevrolet,Other,1.62001E+11
Chevrolet,Camaro SS Style,36900,1969,18458,Used,Homer City,Pennsylvania,United States,Used,0000124379N616099,Chevrolet,Camaro,1.62001E+11
Ford,Mustang FASTBACK RESTO MOD PRO TOURING,125000,1965,2,Used,Columbia,Illinois,United States,Used ,Used ,"“NEW BUILD JUST COMPLETED OCTOBER 2015, THIS CAR IS FLAWLESS AND STUNNING!”","“NEW BUILD JUST COMPLETED OCTOBER 2015, THIS CAR IS FLAWLESS AND STUNNING!”",1.11929E+11
Toyota,MR2,14995,2000,81000,Used,Oakland,California,United States,Used ,Used ,“Freshly painted a few months ago. Body is near perfect shape.”,“Freshly painted a few months ago. Body is near perfect shape.”,1.72129E+11
Chevrolet,Corvette Z06 3lz,99530,2015,9,New,Norwalk,Ohio,United States,New,1G1YT3D68F5606578,Chevrolet,Corvette,2.81962E+11
Chevrolet,Corvette,12500,1976,112050,Used,West Palm Beach,Florida,United States,Used,1976,Clear,Leather Seats,2.52315E+11
BMW,2 Series 228i,34939,2016,0,Used,Austin,Texas,United States,Used,WBA1F9C56GV545273,BMW,2 Series,2.91705E+11
